,index,age,sports,fashion,food,pet,Top Likes,age_group,Total Likes,Segment
355,shane29,51,0.0,224.0,0.0,21.0,fashion,Adult,245.0,4
356,gibsonbrandi,34,0.0,115.0,0.0,13.0,fashion,Adult,128.0,4
357,raymondtasha,44,3.0,3.0,4.0,4.0,age,Adult,14.0,1
358,erikjones,65,22.0,110.0,22.0,39.0,fashion,Senior,193.0,4
359,sking,18,47.0,94.0,0.0,94.0,fashion,Teenager,235.0,4
360,marycook,23,7.0,6.0,8.0,6.0,age,Young Adult,27.0,1
361,hannah16,23,24.0,25.0,25.0,25.0,fashion,Young Adult,99.0,5
362,thomas58,27,16.0,108.0,16.0,16.0,fashion,Adult,156.0,4
363,bnguyen,32,9.0,8.0,9.0,9.0,age,Adult,35.0,1
364,smithjason,27,24.0,24.0,24.0,24.0,age,Adult,96.0,5
365,benjaminpennington,33,13.0,14.0,29.0,72.0,pet,Adult,128.0,5
366,sanchezheather,20,10.0,6.0,4.0,24.0,pet,Young Adult,44.0,1
367,baxterdaniel,16,12.0,11.0,81.0,12.0,food,Teenager,116.0,3
368,jennifer28,14,61.0,9.0,9.0,9.0,sports,Teenager,88.0,1
369,kennethjordan,35,0.0,30.0,0.0,27.0,age,Adult,57.0,1
370,briannajames,21,0.0,38.0,39.0,115.0,pet,Young Adult,192.0,0
371,zachary50,23,8.0,8.0,17.0,45.0,pet,Young Adult,78.0,1
372,janetmorris,50,14.0,14.0,104.0,16.0,food,Adult,148.0,3
373,millertodd,39,38.0,6.0,6.0,6.0,age,Adult,56.0,1
374,amandahenderson,33,10.0,9.0,9.0,64.0,pet,Adult,92.0,5
375,dsutton,25,4.0,10.0,3.0,23.0,age,Young Adult,40.0,1
376,dianejones,19,0.0,0.0,64.0,63.0,food,Young Adult,127.0,5
377,mayderrick,54,18.0,0.0,18.0,20.0,age,Adult,56.0,1
378,karellano,44,19.0,18.0,18.0,133.0,pet,Adult,188.0,0
379,bethany99,22,9.0,0.0,0.0,70.0,pet,Young Adult,79.0,5
380,dianaanderson,55,10.0,0.0,10.0,10.0,age,Adult,30.0,1
381,vsalazar,17,7.0,44.0,6.0,6.0,fashion,Teenager,63.0,1
382,patrickgarner,24,18.0,18.0,16.0,18.0,age,Young Adult,70.0,1
383,steven82,15,38.0,113.0,0.0,35.0,fashion,Teenager,186.0,4
384,scott71,14,9.0,74.0,10.0,10.0,fashion,Teenager,103.0,5
385,xvance,20,112.0,113.0,0.0,105.0,fashion,Young Adult,330.0,4
386,chadmartinez,49,52.0,52.0,52.0,51.0,sports,Adult,207.0,5
387,woodfaith,37,15.0,14.0,16.0,103.0,pet,Adult,148.0,0
388,charlesparker,25,31.0,6.0,7.0,13.0,sports,Young Adult,57.0,1
389,michaelwilliams,19,15.0,17.0,16.0,15.0,age,Young Adult,63.0,1
390,amy97,19,5.0,0.0,0.0,47.0,pet,Young Adult,52.0,1
391,candace50,34,2.0,6.0,3.0,14.0,age,Adult,25.0,1
392,kwilliams,19,0.0,205.0,0.0,22.0,fashion,Young Adult,227.0,4
393,ingramstephanie,36,52.0,0.0,52.0,50.0,sports,Adult,154.0,5
394,longkelly,44,29.0,29.0,28.0,203.0,pet,Adult,289.0,0
395,sray,51,25.0,14.0,14.0,68.0,pet,Adult,121.0,5
396,jeremy95,24,8.0,8.0,8.0,60.0,pet,Young Adult,84.0,5
397,stephanie72,18,12.0,0.0,12.0,12.0,age,Teenager,36.0,1
398,lcarter,26,14.0,75.0,30.0,15.0,fashion,Adult,134.0,4
399,megan22,22,12.0,11.0,12.0,81.0,pet,Young Adult,116.0,5
400,williamwilson,24,21.0,10.0,11.0,55.0,pet,Young Adult,97.0,5
401,rwright,15,11.0,12.0,64.0,25.0,food,Teenager,112.0,5
402,brendasantana,33,1.0,8.0,3.0,1.0,age,Adult,13.0,1
403,daviserik,39,74.0,14.0,14.0,30.0,sports,Adult,132.0,2
404,millersherri,64,11.0,11.0,10.0,10.0,age,Senior,42.0,1
405,donald39,24,9.0,8.0,0.0,27.0,pet,Young Adult,44.0,1
406,kellyreyes,18,0.0,22.0,8.0,7.0,fashion,Teenager,37.0,1
407,kristindavis,68,50.0,0.0,0.0,50.0,age,Senior,100.0,5
408,gperez,39,12.0,78.0,11.0,11.0,fashion,Adult,112.0,4
409,ochoapatrick,42,10.0,9.0,66.0,10.0,food,Adult,95.0,5
410,snyderjulia,21,54.0,59.0,0.0,54.0,fashion,Young Adult,167.0,5
411,brandon54,38,10.0,10.0,9.0,9.0,age,Adult,38.0,1
412,tonytorres,35,4.0,26.0,4.0,3.0,age,Adult,37.0,1
413,mcculloughkim,41,19.0,90.0,36.0,17.0,fashion,Adult,162.0,4
414,melissa81,53,38.0,20.0,93.0,19.0,food,Adult,170.0,3
415,frankharris,22,0.0,27.0,8.0,10.0,fashion,Young Adult,45.0,1
416,andrew15,16,0.0,17.0,46.0,16.0,food,Teenager,79.0,1
417,grosskristopher,29,0.0,12.0,12.0,12.0,age,Adult,36.0,1
418,randystone,38,8.0,0.0,15.0,15.0,age,Adult,38.0,1
419,matthewashley,14,14.0,89.0,16.0,15.0,fashion,Teenager,134.0,4
420,wgross,21,35.0,35.0,0.0,18.0,sports,Young Adult,88.0,5
421,karen22,23,2.0,3.0,2.0,4.0,age,Young Adult,11.0,1
422,lmassey,24,30.0,30.0,30.0,30.0,sports,Young Adult,120.0,5
423,russelljames,24,112.0,39.0,22.0,22.0,sports,Young Adult,195.0,2
424,iphillips,31,8.0,32.0,7.0,12.0,fashion,Adult,59.0,1
425,madelinemartin,23,4.0,26.0,4.0,3.0,fashion,Young Adult,37.0,1
426,nancyherman,30,7.0,8.0,7.0,6.0,age,Adult,28.0,1
427,guzmanantonio,26,0.0,5.0,12.0,10.0,age,Adult,27.0,1
428,duncangail,18,43.0,43.0,44.0,39.0,food,Teenager,169.0,5
429,espinozaandrew,43,18.0,20.0,20.0,140.0,pet,Adult,198.0,0
430,jkoch,23,22.0,22.0,0.0,19.0,age,Young Adult,63.0,1
431,lopezcatherine,21,8.0,15.0,36.0,8.0,food,Young Adult,67.0,1
432,christopherdavis,33,29.0,0.0,59.0,58.0,food,Adult,146.0,5
433,zachary48,17,15.0,13.0,15.0,102.0,pet,Teenager,145.0,0
434,ehughes,44,35.0,20.0,0.0,38.0,age,Adult,93.0,5
435,monica42,60,0.0,0.0,56.0,55.0,age,Adult,111.0,5
436,allennicholas,38,3.0,8.0,1.0,1.0,age,Adult,13.0,1
437,melissa40,23,37.0,19.0,82.0,19.0,food,Young Adult,157.0,3
438,katie87,29,53.0,55.0,48.0,55.0,fashion,Adult,211.0,5
439,bruce90,26,40.0,20.0,0.0,36.0,sports,Adult,96.0,5
440,michellemullins,22,44.0,45.0,44.0,44.0,fashion,Young Adult,177.0,5
441,brianjenkins,31,30.0,89.0,0.0,30.0,fashion,Adult,149.0,4
442,xbaxter,35,4.0,18.0,3.0,4.0,age,Adult,29.0,1
443,qestes,37,36.0,0.0,107.0,36.0,food,Adult,179.0,3
444,jhart,48,0.0,28.0,28.0,83.0,pet,Adult,139.0,5
445,murphyrachel,21,35.0,0.0,36.0,105.0,pet,Young Adult,176.0,0
446,gina61,30,11.0,12.0,10.0,76.0,pet,Adult,109.0,5
447,robinsonjorge,39,8.0,8.0,0.0,9.0,age,Adult,25.0,1
448,russell96,37,0.0,6.0,6.0,16.0,age,Adult,28.0,1
449,garrettgross,65,51.0,52.0,51.0,52.0,age,Senior,206.0,5
450,yking,39,0.0,3.0,0.0,35.0,age,Adult,38.0,1
451,qwilliams,19,4.0,4.0,21.0,10.0,food,Young Adult,39.0,1
452,millerryan,46,0.0,78.0,26.0,28.0,fashion,Adult,132.0,4
453,gbuchanan,52,9.0,9.0,8.0,60.0,pet,Adult,86.0,5
454,webbchris,29,12.0,14.0,0.0,12.0,age,Adult,38.0,1
455,susanfisher,40,31.0,61.0,31.0,155.0,pet,Adult,278.0,0
456,tammie07,21,17.0,85.0,36.0,16.0,fashion,Young Adult,154.0,4
457,jamesgilbert,39,9.0,68.0,10.0,8.0,fashion,Adult,95.0,5
458,cody72,56,30.0,0.0,54.0,60.0,pet,Adult,144.0,5
459,alexandria62,36,7.0,4.0,0.0,6.0,age,Adult,17.0,1
460,aheath,39,0.0,75.0,25.0,26.0,fashion,Adult,126.0,5
461,sullivannicole,39,0.0,33.0,34.0,32.0,age,Adult,99.0,5
462,ricardomontoya,33,45.0,0.0,39.0,44.0,sports,Adult,128.0,5
463,msanchez,28,29.0,27.0,0.0,83.0,pet,Adult,139.0,5
464,marshallelizabeth,22,0.0,234.0,0.0,25.0,fashion,Young Adult,259.0,4
465,aharrison,25,28.0,30.0,30.0,27.0,fashion,Young Adult,115.0,5
466,oscar84,15,0.0,49.0,48.0,48.0,fashion,Teenager,145.0,5
467,rhenderson,37,9.0,0.0,2.0,0.0,age,Adult,11.0,1
468,hebertelizabeth,54,40.0,0.0,39.0,38.0,age,Adult,117.0,5
469,meghan35,58,38.0,38.0,36.0,39.0,age,Adult,151.0,5
470,epowell,22,44.0,22.0,0.0,42.0,sports,Young Adult,108.0,5
471,gonzalezjoe,31,23.0,24.0,162.0,23.0,food,Adult,232.0,3
472,john15,31,18.0,0.0,53.0,17.0,food,Adult,88.0,1
473,jamesterry,51,38.0,4.0,4.0,6.0,age,Adult,52.0,1
474,jessica42,21,49.0,48.0,44.0,49.0,sports,Young Adult,190.0,5
475,joshuawagner,33,2.0,6.0,13.0,4.0,age,Adult,25.0,1
476,michael97,34,45.0,8.0,16.0,8.0,sports,Adult,77.0,1
477,andrew78,27,18.0,0.0,6.0,6.0,age,Adult,30.0,1
478,jamesfitzgerald,14,39.0,8.0,15.0,8.0,sports,Teenager,70.0,1
479,garciakevin,31,20.0,20.0,20.0,20.0,age,Adult,80.0,1
480,ahoffman,27,1.0,6.0,1.0,3.0,age,Adult,11.0,1
481,jasonruiz,54,3.0,20.0,3.0,3.0,age,Adult,29.0,1
482,autumncunningham,15,22.0,0.0,44.0,44.0,food,Teenager,110.0,5
483,kimberly63,26,10.0,10.0,0.0,9.0,age,Adult,29.0,1
484,zmartinez,33,10.0,70.0,10.0,10.0,fashion,Adult,100.0,5
485,schung,26,12.0,30.0,6.0,8.0,fashion,Adult,56.0,1
486,cfuentes,24,43.0,88.0,0.0,88.0,fashion,Young Adult,219.0,4
487,robert20,24,32.0,0.0,64.0,64.0,food,Young Adult,160.0,5
488,emily74,18,12.0,12.0,11.0,11.0,age,Teenager,46.0,1
489,terri64,29,10.0,21.0,11.0,54.0,pet,Adult,96.0,5
490,rebeccadaniels,36,0.0,30.0,31.0,82.0,pet,Adult,143.0,0
491,torresaimee,14,0.0,0.0,138.0,17.0,food,Teenager,155.0,3
492,brandon16,20,9.0,27.0,0.0,10.0,fashion,Young Adult,46.0,1
493,murphytony,28,17.0,50.0,0.0,16.0,fashion,Adult,83.0,1
494,cisnerosalexis,34,24.0,75.0,0.0,25.0,fashion,Adult,124.0,5
495,jamesmartin,49,10.0,9.0,10.0,9.0,age,Adult,38.0,1
496,mckinneyelizabeth,37,12.0,25.0,12.0,64.0,pet,Adult,113.0,5
497,umoody,26,25.0,25.0,24.0,27.0,pet,Adult,101.0,5
498,adamhunt,35,20.0,0.0,20.0,11.0,age,Adult,51.0,1
499,weaverjoshua,40,3.0,0.0,3.0,5.0,age,Adult,11.0,1
500,tiffanykeith,21,112.0,55.0,0.0,111.0,sports,Young Adult,278.0,0
501,johngreen,14,0.0,60.0,20.0,18.0,fashion,Teenager,98.0,5
502,abarnes,37,72.0,14.0,28.0,12.0,sports,Adult,126.0,5
503,walter78,53,0.0,11.0,10.0,6.0,age,Adult,27.0,1
504,eileen13,15,56.0,0.0,56.0,58.0,pet,Teenager,170.0,5
505,robert24,31,114.0,18.0,19.0,19.0,sports,Adult,170.0,2
506,pattersonholly,27,0.0,134.0,0.0,134.0,fashion,Adult,268.0,4
507,jeremiah00,56,16.0,16.0,15.0,16.0,age,Adult,63.0,1
508,vponce,24,0.0,0.0,62.0,64.0,pet,Young Adult,126.0,5
509,jayburch,58,10.0,12.0,54.0,21.0,age,Adult,97.0,5
510,danielswanson,13,3.0,4.0,4.0,30.0,pet,,41.0,1
511,osantiago,36,26.0,0.0,13.0,28.0,age,Adult,67.0,1
512,okim,22,15.0,14.0,14.0,16.0,age,Young Adult,59.0,1
513,alex50,37,10.0,10.0,52.0,21.0,food,Adult,93.0,5
514,hayscourtney,21,0.0,3.0,0.0,30.0,pet,Young Adult,33.0,1
515,jesusclark,47,6.0,7.0,5.0,7.0,age,Adult,25.0,1
516,chaneymatthew,38,0.0,2.0,0.0,25.0,age,Adult,27.0,1
517,alicia23,70,4.0,2.0,24.0,4.0,age,Senior,34.0,1
518,destiny63,21,17.0,18.0,131.0,18.0,food,Young Adult,184.0,3
519,falexander,41,14.0,27.0,66.0,14.0,food,Adult,121.0,5
520,imeyers,29,31.0,7.0,6.0,12.0,sports,Adult,56.0,1
521,mcculloughrebekah,24,0.0,47.0,0.0,45.0,fashion,Young Adult,92.0,5
522,barbaramcgrath,22,42.0,9.0,16.0,9.0,sports,Young Adult,76.0,1
523,justindavidson,25,114.0,25.0,25.0,50.0,sports,Young Adult,214.0,2
524,jward,39,8.0,7.0,8.0,52.0,pet,Adult,75.0,1
525,ybryant,47,50.0,50.0,0.0,25.0,sports,Adult,125.0,5
526,karenholt,67,118.0,0.0,0.0,15.0,sports,Senior,133.0,2
527,amber59,53,42.0,12.0,0.0,12.0,age,Adult,66.0,1
528,charlesmolina,35,0.0,116.0,0.0,12.0,fashion,Adult,128.0,4
529,bakerteresa,15,0.0,57.0,28.0,57.0,fashion,Teenager,142.0,5
530,gfreeman,16,3.0,33.0,4.0,3.0,fashion,Teenager,43.0,1
531,melinda06,45,15.0,109.0,16.0,15.0,fashion,Adult,155.0,4
532,chelseajackson,19,28.0,28.0,28.0,28.0,sports,Young Adult,112.0,5
533,philip08,34,21.0,22.0,20.0,22.0,age,Adult,85.0,1
534,robin37,20,6.0,0.0,17.0,8.0,age,Young Adult,31.0,1
535,lmiller,42,75.0,77.0,76.0,76.0,fashion,Adult,304.0,4
536,dennis86,31,0.0,15.0,45.0,17.0,food,Adult,77.0,1
537,bridget81,31,10.0,10.0,10.0,10.0,age,Adult,40.0,1
538,teresa33,18,5.0,3.0,33.0,4.0,food,Teenager,45.0,1
539,alexissnow,34,36.0,0.0,109.0,40.0,food,Adult,185.0,3
540,james72,32,0.0,8.0,6.0,6.0,age,Adult,20.0,1
541,joshuaphillips,52,45.0,15.0,0.0,14.0,age,Adult,74.0,1
542,jennifer51,37,32.0,32.0,0.0,98.0,pet,Adult,162.0,0
543,virginiaschneider,30,40.0,80.0,0.0,72.0,fashion,Adult,192.0,4
544,brittanydavis,15,30.0,4.0,3.0,4.0,sports,Teenager,41.0,1
545,dorothy60,31,34.0,32.0,33.0,32.0,sports,Adult,131.0,5
546,eduardo23,25,40.0,39.0,0.0,39.0,sports,Young Adult,118.0,5
547,kristinacruz,39,12.0,13.0,11.0,12.0,age,Adult,48.0,1
548,jameshammond,18,58.0,58.0,0.0,60.0,pet,Teenager,176.0,5
549,andrea35,26,61.0,0.0,61.0,64.0,pet,Adult,186.0,5
550,bergerbrandon,18,0.0,192.0,0.0,19.0,fashion,Teenager,211.0,4
551,joeadams,33,9.0,10.0,20.0,50.0,pet,Adult,89.0,5
552,garrettrebecca,24,44.0,0.0,39.0,44.0,sports,Young Adult,127.0,5
553,traviswashington,21,0.0,27.0,0.0,27.0,fashion,Young Adult,54.0,1
554,omartin,26,11.0,12.0,12.0,80.0,pet,Adult,115.0,5
555,myersbrandon,52,5.0,5.0,30.0,4.0,age,Adult,44.0,1
556,joseph17,18,9.0,44.0,9.0,18.0,fashion,Teenager,80.0,1
557,frankpowell,24,0.0,70.0,0.0,69.0,fashion,Young Adult,139.0,5
558,gcole,14,0.0,0.0,52.0,52.0,food,Teenager,104.0,5
559,matthewwood,16,88.0,16.0,35.0,16.0,sports,Teenager,155.0,2
560,elevy,40,26.0,29.0,29.0,29.0,age,Adult,113.0,5
561,jessicamcmillan,21,72.0,0.0,24.0,25.0,sports,Young Adult,121.0,5
562,lbarnett,38,0.0,15.0,0.0,15.0,age,Adult,30.0,1
563,briannavarro,53,0.0,12.0,23.0,24.0,age,Adult,59.0,1
564,jonessharon,17,26.0,194.0,28.0,28.0,fashion,Teenager,276.0,4
565,xtorres,23,20.0,21.0,20.0,19.0,age,Young Adult,80.0,1
566,zbrown,62,38.0,39.0,38.0,36.0,age,Senior,151.0,5
567,fitzgeraldchad,18,114.0,0.0,0.0,15.0,sports,Teenager,129.0,2
568,drosales,14,0.0,20.0,19.0,18.0,fashion,Teenager,57.0,1
569,dcontreras,41,0.0,52.0,0.0,5.0,fashion,Adult,57.0,1
570,patelphilip,33,6.0,6.0,5.0,5.0,age,Adult,22.0,1
571,heathertrevino,26,0.0,0.0,1.0,12.0,age,Adult,13.0,1
572,jenniferanderson,16,91.0,93.0,0.0,92.0,fashion,Teenager,276.0,4
573,martineznathan,24,19.0,37.0,84.0,18.0,food,Young Adult,158.0,3
574,gonzalezjames,52,0.0,54.0,0.0,54.0,fashion,Adult,108.0,5
575,heather39,25,18.0,46.0,0.0,18.0,fashion,Young Adult,82.0,1
576,tracymartin,47,33.0,30.0,0.0,101.0,pet,Adult,164.0,0
577,milleralexander,17,0.0,0.0,31.0,33.0,pet,Teenager,64.0,1
578,danieljones,29,41.0,41.0,37.0,40.0,sports,Adult,159.0,5
579,juliejohnson,39,44.0,0.0,143.0,48.0,food,Adult,235.0,3
580,kevinmoreno,14,4.0,2.0,1.0,10.0,age,Teenager,17.0,1
581,christinejohnson,28,8.0,22.0,4.0,4.0,age,Adult,38.0,1
582,micheleschmidt,29,8.0,6.0,6.0,46.0,pet,Adult,66.0,1
583,richardbutler,15,10.0,10.0,54.0,19.0,food,Teenager,93.0,5
584,ttaylor,23,17.0,17.0,0.0,18.0,age,Young Adult,52.0,1
585,obrienmegan,25,30.0,75.0,16.0,15.0,fashion,Young Adult,136.0,5
586,fisheralexander,60,12.0,77.0,11.0,11.0,fashion,Adult,111.0,4
587,robertcordova,32,48.0,48.0,49.0,49.0,food,Adult,194.0,5
588,osmith,53,15.0,3.0,6.0,2.0,age,Adult,26.0,1
589,jamesmccarthy,23,9.0,10.0,11.0,11.0,age,Young Adult,41.0,1
590,howardmakayla,40,16.0,15.0,0.0,8.0,age,Adult,39.0,1
591,meghan77,18,40.0,0.0,40.0,120.0,pet,Teenager,200.0,0
592,joseph53,37,10.0,11.0,77.0,11.0,food,Adult,109.0,3
593,sydney49,27,10.0,9.0,10.0,70.0,pet,Adult,99.0,5
594,calebjones,22,0.0,80.0,80.0,40.0,fashion,Young Adult,200.0,4
595,bakeramber,42,23.0,0.0,0.0,24.0,age,Adult,47.0,1
596,perezcourtney,30,49.0,0.0,48.0,48.0,sports,Adult,145.0,5
597,andreafrederick,25,0.0,32.0,31.0,95.0,pet,Young Adult,158.0,0
598,jason21,38,0.0,15.0,0.0,1.0,age,Adult,16.0,1
599,warejeffery,52,23.0,0.0,24.0,24.0,age,Adult,71.0,1
600,perkinsdevin,37,8.0,27.0,0.0,8.0,age,Adult,43.0,1
601,lfrazier,33,19.0,21.0,0.0,21.0,age,Adult,61.0,1
602,zgates,44,0.0,26.0,0.0,24.0,age,Adult,50.0,1
603,johnsondiane,21,35.0,0.0,18.0,35.0,sports,Young Adult,88.0,1
604,ambermarshall,39,0.0,25.0,25.0,27.0,age,Adult,77.0,1
605,emily47,47,0.0,3.0,2.0,7.0,age,Adult,12.0,1
606,ljones,43,24.0,21.0,25.0,24.0,age,Adult,94.0,5
607,elizabethgonzales,59,0.0,16.0,16.0,18.0,age,Adult,50.0,1
608,heather65,21,0.0,0.0,254.0,29.0,food,Young Adult,283.0,3
609,ronaldevans,16,4.0,19.0,2.0,3.0,fashion,Teenager,28.0,1
610,gary93,26,0.0,0.0,4.0,40.0,pet,Adult,44.0,1
611,brownjonathan,44,45.0,0.0,46.0,43.0,food,Adult,134.0,5
612,becky28,27,84.0,0.0,0.0,85.0,pet,Adult,169.0,0
613,nramirez,40,102.0,0.0,0.0,13.0,sports,Adult,115.0,2
614,stephen57,22,0.0,16.0,16.0,17.0,age,Young Adult,49.0,1
615,vweber,22,12.0,54.0,12.0,24.0,fashion,Young Adult,102.0,5
616,vvalencia,19,24.0,11.0,57.0,11.0,food,Young Adult,103.0,5
617,zacharyrivera,29,15.0,72.0,29.0,13.0,fashion,Adult,129.0,5
618,janet15,20,9.0,10.0,10.0,10.0,age,Young Adult,39.0,1
619,robertgarrison,66,88.0,86.0,85.0,78.0,sports,Senior,337.0,4
620,brandy28,65,30.0,27.0,0.0,12.0,age,Senior,69.0,1
621,mary70,18,0.0,0.0,46.0,42.0,food,Teenager,88.0,5
622,coneal,49,23.0,23.0,0.0,70.0,pet,Adult,116.0,5
623,mariahancock,14,52.0,51.0,50.0,51.0,sports,Teenager,204.0,5
624,brandoncarpenter,19,25.0,24.0,24.0,21.0,sports,Young Adult,94.0,5
625,jfisher,35,18.0,16.0,18.0,16.0,age,Adult,68.0,1
626,tonya82,32,0.0,15.0,0.0,1.0,age,Adult,16.0,1
627,ijordan,20,112.0,0.0,0.0,112.0,sports,Young Adult,224.0,0
628,jeannewright,30,0.0,226.0,0.0,26.0,fashion,Adult,252.0,4
629,kelsey33,19,57.0,0.0,53.0,58.0,pet,Young Adult,168.0,5
630,brendaandrade,21,0.0,0.0,8.0,6.0,age,Young Adult,14.0,1
631,dorothyhill,20,2.0,14.0,4.0,2.0,age,Young Adult,22.0,1
632,cynthia84,37,18.0,0.0,18.0,48.0,pet,Adult,84.0,5
633,nabbott,15,0.0,3.0,4.0,3.0,age,Teenager,10.0,1
634,wilsonamanda,47,10.0,12.0,0.0,10.0,age,Adult,32.0,1
635,tommybell,31,3.0,27.0,5.0,4.0,age,Adult,39.0,1
636,khanjessica,16,8.0,6.0,8.0,8.0,age,Teenager,30.0,1
637,shawnberg,54,67.0,33.0,0.0,67.0,sports,Adult,167.0,5
638,josephbarnes,19,15.0,6.0,3.0,4.0,age,Young Adult,28.0,1
639,cramirez,40,6.0,35.0,15.0,8.0,age,Adult,64.0,1
640,zbennett,40,39.0,96.0,18.0,19.0,fashion,Adult,172.0,4
641,lopezdakota,14,0.0,0.0,60.0,66.0,pet,Teenager,126.0,5
642,fowlerchristopher,26,9.0,0.0,0.0,1.0,age,Adult,10.0,1
643,thomas77,39,51.0,57.0,57.0,57.0,fashion,Adult,222.0,5
644,elizabeth83,37,31.0,96.0,0.0,32.0,fashion,Adult,159.0,4
645,ethompson,34,4.0,22.0,4.0,4.0,age,Adult,34.0,1
646,lcook,48,17.0,36.0,89.0,18.0,food,Adult,160.0,3
647,saranewton,30,0.0,9.0,24.0,9.0,age,Adult,42.0,1
648,gregorybrennan,20,56.0,56.0,0.0,58.0,pet,Young Adult,170.0,5
649,alanmiddleton,24,23.0,24.0,24.0,24.0,age,Young Adult,95.0,5
650,thompsoncynthia,48,36.0,30.0,0.0,30.0,age,Adult,96.0,5
651,barrettnatalie,14,0.0,28.0,56.0,57.0,pet,Teenager,141.0,5
652,cfuller,24,37.0,38.0,33.0,36.0,fashion,Young Adult,144.0,5
653,john74,18,32.0,16.0,17.0,82.0,pet,Teenager,147.0,0
654,joan30,24,75.0,75.0,74.0,76.0,pet,Young Adult,300.0,4
655,ereyes,71,25.0,9.0,0.0,8.0,age,Senior,42.0,1
656,ssmith,51,27.0,26.0,27.0,27.0,age,Adult,107.0,5
657,solomonjohn,18,0.0,30.0,60.0,60.0,food,Teenager,150.0,5
658,pamela66,67,14.0,15.0,16.0,13.0,age,Senior,58.0,1
659,mariahstevens,51,9.0,20.0,50.0,10.0,age,Adult,89.0,1
660,fosterchristine,27,0.0,13.0,27.0,24.0,age,Adult,64.0,1
661,jhill,14,8.0,19.0,44.0,9.0,food,Teenager,80.0,1
662,alexandergarza,24,14.0,13.0,28.0,70.0,pet,Young Adult,125.0,5
663,andrew90,35,5.0,5.0,21.0,8.0,age,Adult,39.0,1
664,jason97,34,7.0,5.0,6.0,36.0,pet,Adult,54.0,1
665,ihill,37,6.0,7.0,7.0,4.0,age,Adult,24.0,1
666,henryelizabeth,16,24.0,21.0,164.0,24.0,food,Teenager,233.0,3
667,craig47,49,45.0,45.0,50.0,50.0,food,Adult,190.0,5
668,johnsonjennifer,22,15.0,14.0,15.0,14.0,age,Young Adult,58.0,1
669,thomasrogers,30,64.0,64.0,64.0,62.0,sports,Adult,254.0,4
670,andrewsaunders,26,68.0,68.0,67.0,67.0,sports,Adult,270.0,4
671,wrightjonathan,18,0.0,90.0,46.0,81.0,fashion,Teenager,217.0,4
672,clinedaniel,21,0.0,4.0,4.0,5.0,age,Young Adult,13.0,1
673,daniel26,21,38.0,35.0,38.0,35.0,sports,Young Adult,146.0,5
674,shannonlee,48,6.0,6.0,48.0,6.0,age,Adult,66.0,1
675,fstark,31,0.0,108.0,0.0,109.0,pet,Adult,217.0,4
676,hcurtis,47,28.0,0.0,29.0,75.0,pet,Adult,132.0,5
677,cmills,41,20.0,20.0,142.0,18.0,food,Adult,200.0,3
678,christine26,17,0.0,94.0,0.0,92.0,fashion,Teenager,186.0,4
679,espinozagregory,19,26.0,7.0,12.0,6.0,sports,Young Adult,51.0,1
680,bradforddonald,41,19.0,19.0,20.0,20.0,age,Adult,78.0,1
681,prattnicole,24,13.0,13.0,0.0,13.0,age,Young Adult,39.0,1
682,conleykatelyn,22,20.0,18.0,20.0,144.0,pet,Young Adult,202.0,0
683,annstewart,15,70.0,0.0,70.0,36.0,sports,Teenager,176.0,5
684,gwilliams,34,66.0,67.0,66.0,67.0,fashion,Adult,266.0,4
685,archerluis,39,0.0,12.0,8.0,15.0,age,Adult,35.0,1
686,anthony68,42,20.0,20.0,0.0,18.0,age,Adult,58.0,1
687,edwardstoni,21,98.0,89.0,0.0,49.0,sports,Young Adult,236.0,4
688,anthony29,37,0.0,4.0,3.0,3.0,age,Adult,10.0,1
689,sarah28,16,76.0,9.0,10.0,10.0,sports,Teenager,105.0,5
690,fchambers,46,22.0,22.0,0.0,9.0,age,Adult,53.0,1
691,pking,29,8.0,4.0,21.0,3.0,age,Adult,36.0,1
692,debra74,14,33.0,34.0,33.0,33.0,fashion,Teenager,133.0,5
693,lbates,20,0.0,37.0,37.0,38.0,pet,Young Adult,112.0,5
694,brett16,24,22.0,24.0,19.0,22.0,age,Young Adult,87.0,1
695,kevin95,18,0.0,20.0,42.0,42.0,food,Teenager,104.0,5
696,ericawebb,34,12.0,12.0,92.0,14.0,food,Adult,130.0,3
697,phillip74,23,30.0,30.0,32.0,30.0,food,Young Adult,122.0,5
698,carrollheather,16,0.0,9.0,0.0,69.0,pet,Teenager,78.0,5
699,karensolomon,39,11.0,0.0,36.0,12.0,age,Adult,59.0,1
700,pbennett,19,72.0,0.0,0.0,72.0,sports,Young Adult,144.0,5
701,ross68,43,24.0,0.0,24.0,11.0,age,Adult,59.0,1
702,kking,34,0.0,45.0,0.0,49.0,pet,Adult,94.0,5
703,thammond,17,74.0,0.0,66.0,36.0,sports,Teenager,176.0,5
704,jenningsamanda,26,52.0,28.0,24.0,132.0,pet,Adult,236.0,0
705,herringhector,19,9.0,10.0,9.0,10.0,age,Young Adult,38.0,1
706,xking,31,16.0,28.0,72.0,14.0,food,Adult,130.0,5
707,sara73,15,8.0,9.0,56.0,8.0,food,Teenager,81.0,1
708,jasonmurphy,41,43.0,42.0,0.0,45.0,pet,Adult,130.0,5
709,shelby56,22,12.0,12.0,12.0,12.0,age,Young Adult,48.0,1
710,uhurst,30,71.0,33.0,0.0,71.0,sports,Adult,175.0,5
